name,affiliation
Jeffrey Bardzell,Pennsylvania State University
Marianna Obrist,University College London
Fernando Maestre,Indiana University
James Pierce,University of Washington
Will Odom,SFU
Tom Jenkins,ITU
Marti Louw,CMU
Steven Dow,UCSD
Christina Harrington,DePaul
Michael Nitsche,GaTech
Jonas Fritsch,ITU
Peter Krogh,Aarhus University
Stacey Kuznetsov,Arizona
Maliheh Ghajargar,Malmo
Colin Gray,Purdue
Patrizia Marti,University of Siena
Pedro Sanches,KTH
Rachel Clarke,Northumbria University
Marie Louise Juul Søndergaard,KTH
Chris Elsden,University of Edinburgh
David Chatting,Goldsmiths
Vasiliki Tsaknaki,IT University of Copenhagen (ITU)
Daisy Yoo,TU Eindhoven
Yaliang Chuang,TU Eindhoven
Emeline Brulé,Sussex University
Karin Slegers,Tilburg University
Corina Sas,Lancaster University
Rohit Ashok Khot,RMIT University
Bruna Petreca,RCA
Parinya Punpongsanon,Osaka University
Shaun Lawson,Northumbria University
Paul Strohmeier,Saarland University
Ana Tajadura-Jiménez,Universidad Carlos III de Madrid
Verena Fuchsberger,University of Salzburg
Michael Lankes,FH Hagenberg
Laura Maye,University College Cork
Marion Koelle,Saarland University
Oliver Schneider,University of Waterloo
Szu-Yu (Cyn) Liu,Indiana University
Heekyoung Jung,University of Cincinnati
Netta Iivari,Oulu University
Troy Nachtigal,"HvA, Amsterdam"
Johanna Ylipulli,Aalto University
Vasilis Vlachokyriakos,University of Newcastle
Eunice Sari,UX Indonesia
Sebastian Boring,Aalborg University Copenhagen
Christian Holz,ETH Zurich
Alyssa Rumsey,Georgia Tech
Jeffrey Bardzell,Pennsylvania State University
Marianna Obrist,University College London
Fernando Maestre,Indiana University
Mike Chen,National Taiwan University
Anne Roudaut,University of Bristol
Sean Follmer,Stanford University
Ollie Hanton,University of Bristol
Aakar Gupta,Facebook
Alanson Sample,University of Michigan
Alex Mariakakis,University of Washington
Alexandra Ion,ETH Zürich
Aluna Everitt,University of Bristol
Andrea Bianchi,KAIST
Andreas Fender,University of Sussex
Andy Wilson,Microsoft Research
Céline Coutrix,CNRS Grenoble
Christine Dierk,UC Berkeley
David Holman,Tactual Labs
David Lindlbauer,ETH Zürich
Diego Martinez Plasencia,University of Sussex
Eric Whitmire,Facebook Reality Labs
Erin Solovey,Worcester Polytechnic Institute
Eve Hoggan,Aarhus University
Eyal Ofek,Microsoft Research
Florian Echtler,Bauhaus-Universität Weimar
Fraser Anderson,Autodesk Research
Hans Gellersen,Aarhus University
Hasti Seifi,Max Planck Institute
Hyunyoung Kim,University of Copenhagen
Jan Borchers,RWTH Aachen
Jason Alexander,University of Bath
Jennifer Pearson,Swansea University
Jürgen Steimle,Saarland University
Kashyap Todi,Aalto University
Laura Trutoiu,Magic Leap
Lining Yao A F Am,Carnegie Mellon University
Liwei Chen,NCTU Taiwan
Lung-Pan Cheng,National Taiwan University
Marcos Serrano,University of Toulouse
Marynel Vázquez,Yale University
Michael Haller,University of Applied Sciences Upper Austria
Mike Fraser,University of Bath
Misha Sra,UC Santa Barbara
Oussama Metatla,University of Bristol
Peggy Chi,Google
Raf Ramakers,Hasselt University
Ruta Desai,Facebook
Sara Nabil,Queen's University
Shengdong Zhao,National University of Singapore
Simon Robinson,Swansea University
Simon Voelker,RWTH Aachen University
Steve Feiner,Columbia University
Steven Houben,Lancaster University
Takuji Narumi,University of Tokyo
Thomas Pietrzak,University of Lille
Tovi Grossman,University of Toronto
Valkyrie Savage,Tactual Labs
Xiaojun Bi,Stony Brook University
Yuhang Zhao,Cornell Tech
Gary Hsieh,University of Washington
Maria Wolters,University of Edinburgh
Duncan Reid,University of Edinburgh
Peter Tolmie,University of Siegen
Naomi Yamashita,NTT
Chi-Lan Yang,University of Tokyo
Neha Kumar,Georgia Tech
Max Wilson,University of Nottingham
Naveena Karusala,University of Washington
Alexandra Papoutsaki,"Pomona College, USA"
Aske Mottelson,"University of Copenhagen, Denmark"
Stanley Chang,"National Chiao Tung University, Taiwan"
Cristian Bogdan,"KTH, Sweden"
Dave Murray-Rust,"University of Edinburgh, USA"
Yvette Wohn,"New Jersey Institute of Technology, USA"
Guihuan Feng,"Nanjing University, China"
Jamy Li,"University of Twente, Netherlands"
Janet Huang,"Technical University of Eindhoven, Netherlands"
Joel Chan,"University of Maryland, USA"
Lionel Robert,"University of Michigan, USA"
Martin Flintham,"Nottingham University, UK"
Sven Mayer,"Carnegie Mellon University, USA"
Mia Suh,"Google, USA"
Mihaela Vorvoreanu,"Microsoft, USA"
Nikolas Martelaro,"Carnegie Mellon University, USA"
Paul Parsons,"Purdue University, USA"
Patrick Shih,"Indiana University, USA"
Sucheta Ghoshal,"Georgia Tech, USA"
Tonja Machulla,"Ludwig Maximilian University Munich, Germany"
Annika Hupfeld,"Eindhoven University of Technology, Netherlands"
Claudia-Lavinia Ignat,"LORIA-Inria, France"
Dakuo Wang,"IBM Research, USA"
Ewa Luger,"University of Edinburgh, UK"
Ge Gao,"University of Maryland, USA"
Hwajung Hong,"Seoul National University, Korea"
Jina Huh-Yoo,"Drexel University, USA"
Joel Fischer,"University of Nottingham, UK"
John Tang,"Microsoft Research, USA"
Lizzie Coles-Kemp,"Royal Holloway University London, UK"
Mark Rouncefield,"Lancaster University, UK"
Maria Roussou,"National and Kapodistrian University of Athens, Greece"
Hideyuki Nakanishi,"Osaka University, Japan"
Patricia Cornelio Martinez,"University College London, UK"
Daisuke Sakamoto,"Hokkaido University, Japan"
Sanorita Dey,"University of Maryland, USA"
Simon Perrault,"Singapore University of Technology and Design, Singapore"
Yasuyuki Sumi,"Future University Hakodate, Japan"
Tesh Goyal,"Google, USA"
Tommaso Colombino,"Naver Labs, France"
Tone Bratteteig,Unknown
Uichin Lee,"Korea Advanced Institute of Science and Technology, Korea"
Vanessa Evers,"Nanyang Technological University, Singapore"
Yubo Kou,"Pennsylvania State University, USA"
Yun Huang,"University of Illinois at Urbana-Champaign, USA"
Ben Cowan,"University College Dublin, Ireland"
Boriana Koleva,"University of Nottingham, UK"
Can Liu,"City University of Hong Kong, Hong Kong"
Carla Griggio,"Aarhus University, Denmark"
Lewis Chuang,"Ludwig-Maximilian-Universität München, Germany"
Elena Agapie,"UC Irvine, USA"
Eva Hornecker,"Bauhaus-Universität Weimar, Germany"
Heloisa Candello,"IBM Research, Brazil"
Horia Maior,"University of Lincoln, UK"
John Rooksby,"Northumbria University, UK"
Luigi De Russis,"Politecnico di Torino, Italy"
Max Birk,"TU Eindhoven University of Technology, Netherlands"
Ming Yin,"Purdue University, USA"
Michael Madaio,"Microsoft Research, USA"
Bonnie Nardi,"UC Irvine, USA"
Nithya Sambasivan,"Google AI, USA"
Paula Lago,"Kyushu Institute of Technology, Japan"
Phil Palanque,"Université Paul Sabatier – Toulouse 3, France"
Pernilla Qvarfordt,"eBay, USA"
Sauvik Das,"Georgia Tech, USA"
Susan Fussell,"Cornell University, USA"
Shagun Jhaver,"University of Washington, USA"
Ding Wang,"Microsoft Research, India"
Loren Terveen,"University of Minnesota, USA"
Kentaro Toyama,"University of Michigan, USA"
Shumin Zhai,"Google, USA"
Jakita O. Thomas,"Auburn University, USA"
Caroline Appert,"CNRS, Université Paris Saclay"
Carl Gutwin,University of Saskatchewan
Eugénie Brasier,CNRS & Université Paris Saclay
Alix Goguey,Université Grenoble-Alpes
Amy Zhang,University of Washington
Barrett Ens,Monash University
Bjoern Hartmann,University of California Berkeley
Andrea Bunt,University of Manitoba
Charles Perin,University of Victoria
Lap-Fai (Craig),George Mason University
Daniel Leithinger,University of Colorado
Emmanuel Pietriga,Inria
Elena L. Glassman,Harvard
Huaishu Peng,University of Maryland
Jeffrey Bigham,Carnegie Mellon University
Jessica Cauchard,Ben Gurion University of the Negev
Jeff Nichols,Apple
Julian Frommel,University of Saskatchewan
Jun Kato,National Institute of Advanced Industrial Science and Technology (AIST)
Michelle Annett,MishMashMakers
Rong-Hao Liang,Eindhoven University of Technology
Radu-Daniel Vatavu,"University Stefan cel Mare of Suceava, Romania"
Ruofei Du,Google
Scott Bateman,University of New Brunswick
Stéphane Huot,Inria
Sylvain Malacria,Inria
Valentina Shin,Adobe Research
Joel Lanir,University of Haifa
Shaowen Bardzell,Pennsylvania State University
Rob Comber,Royal Institute of Technology Stockholm
Patrycja Zdziarska,Indiana University (USA)
Amanda Menking,U of Toronto
Angelika Strohmayer,Northumbria University
Bryan Semaan,Syracuse U
Chiara Rossitto,Stockholm University
Clara Crivellaro,Newcastle
Deborah Tatar,Virginia Tech
Eli Blevis,Indiana University
Gopianath Kanabiran,Aarhus Univ
Syed Ishtiaque Ahmed,U of Toronto
Jennifer Rode,UCL
John Vines,Northumbria University
Katta Spiel,KU Leuven || Universität Wien
Lone Hansen,Aarhus Univ
Silvia Lindtner,U of Michigan
Lilly Irani,UCSD
Lynn Dombrowski,IUPUI
Mark Blythe,Northumbria University
Maurizio Teli,Aalborg Univ
Melissa Densmore,University of Cape Town
Michael Mueller,IBM
Niloufar Salehi,Berkeley
Reem Talhouk,Newcastle
Sarah Fox,CMU
Steve Jackson,Cornell
Steve Harrison,Virginia Tech
Teresa Almeida,ITU
Tessy Cerrantto Pargman,Stockholm University
Austin Toombs,Purdue
Victor Kaptelinin,Umea University
Volker Wulf,U of Siegen
Rebecca Fiebrink,"Creative Computing Institute, University of the Arts London"
Per Ola Kristensson,University of Cambridge
Esben Sørig,Goldsmiths University of London
Andrew Howes,University of Birmingham
Azza Abouzied,NYU Abu Dhabi
Abby Liu,IRCAM
Yea-Seul Kim,University of Wisconsin-Madison
Antti Oulasvirta,Aalto University
Amy Pavel,"Carnegie Mellon, Apple"
Brian Lim,National University of Singapore
Byungjoo Lee,KAIST
Gonzalo Ramos,Microsoft Research
John Dudley,University of Cambridge
John Williamson,University of Glasgow
John Zimmerman,Carnegie Mellon
Krzysztof Gajos,Harvard University
Samantha Krening,Ohio State University
Marco Gillies,Goldsmiths University of London
Mike Schaekermann,Amazon AI
Nikola Banovic,Michigan
Otmar Hilliges,ETH Zurich
Mark Riedl,Georgia Tech
Roderick Murray-Smith,University of Glasgow
Simone Stumpf,City University of London
Vera Liao,IBM
Xiang ‘Anthony’ Chen,UCLA
